SRforSCF_03.csv, ñ@ê¸ñ íºíBì˙éÀó , êÖïΩñ ìVãÛì˙éÀó , ígñ[1_ó‚ñ[2
71201, 0, 0, 2
71202, 0, 0, 2
71203, 0, 0, 2
71204, 0, 0, 2
71205, 127, 29, 2
71206, 268, 84, 2
71207, 380, 129, 2
71208, 382, 184, 2
71209, 108, 270, 2
71210, 62, 289, 2
71211, 423, 282, 2
71212, 332, 325, 2
71213, 253, 327, 2
71214, 442, 229, 2
71215, 440, 186, 2
71216, 478, 127, 2
71217, 136, 108, 2
71218, 55, 41, 2
71219, 0, 2, 2
71220, 0, 0, 2
71221, 0, 0, 2
71222, 0, 0, 2
71223, 0, 0, 2
71224, 0, 0, 2
71301, 0, 0, 2
71302, 0, 0, 2
71303, 0, 0, 2
71304, 0, 0, 2
71305, 98, 26, 2
71306, 67, 76, 2
71307, 93, 141, 2
71308, 79, 201, 2
71309, 41, 222, 2
71310, 43, 256, 2
71311, 43, 275, 2
71312, 38, 289, 2
71313, 124, 330, 2
71314, 194, 296, 2
71315, 397, 201, 2
71316, 389, 146, 2
71317, 160, 108, 2
71318, 69, 43, 2
71319, 5, 5, 2
71320, 0, 0, 2
71321, 0, 0, 2
71322, 0, 0, 2
71323, 0, 0, 2
71324, 0, 0, 2
71401, 0, 0, 2
71402, 0, 0, 2
71403, 0, 0, 2
71404, 0, 0, 2
71405, 2, 10, 2
71406, 14, 45, 2
71407, 38, 115, 2
71408, 36, 165, 2
71409, 31, 205, 2
71410, 29, 227, 2
71411, 10, 222, 2
71412, 19, 258, 2
71413, 60, 289, 2
71414, 115, 287, 2
71415, 36, 177, 2
71416, 315, 160, 2
71417, 225, 108, 2
71418, 43, 38, 2
71419, 5, 5, 2
71420, 0, 0, 2
71421, 0, 0, 2
71422, 0, 0, 2
71423, 0, 0, 2
71424, 0, 0, 2
71501, 0, 0, 2
71502, 0, 0, 2
71503, 0, 0, 2
71504, 0, 0, 2
71505, 7, 12, 2
71506, 31, 62, 2
71507, 45, 122, 2
71508, 48, 177, 2
71509, 108, 265, 2
71510, 88, 306, 2
71511, 397, 294, 2
71512, 495, 251, 2
71513, 523, 222, 2
71514, 456, 225, 2
71515, 377, 205, 2
71516, 191, 174, 2
71517, 258, 105, 2
71518, 88, 43, 2
71519, 5, 5, 2
71520, 0, 0, 2
71521, 0, 0, 2
71522, 0, 0, 2
71523, 0, 0, 2
71524, 0, 0, 2
71601, 0, 0, 2
71602, 0, 0, 2
71603, 0, 0, 2
71604, 0, 0, 2
71605, 2, 10, 2
71606, 12, 48, 2
71607, 12, 86, 2
71608, 33, 165, 2
71609, 79, 253, 2
71610, 198, 323, 2
71611, 679, 148, 2
71612, 607, 191, 2
71613, 566, 201, 2
71614, 526, 194, 2
71615, 265, 232, 2
71616, 468, 127, 2
71617, 172, 108, 2
71618, 29, 33, 2
71619, 5, 5, 2
71620, 0, 0, 2
71621, 0, 0, 2
71622, 0, 0, 2
71623, 0, 0, 2
71624, 0, 0, 2
71701, 0, 0, 2
71702, 0, 0, 2
71703, 0, 0, 2
71704, 0, 0, 2
71705, 0, 5, 2
71706, 7, 33, 2
71707, 14, 84, 2
71708, 53, 184, 2
71709, 191, 275, 2
71710, 554, 198, 2
71711, 619, 179, 2
71712, 566, 213, 2
71713, 588, 189, 2
71714, 573, 172, 2
71715, 456, 179, 2
71716, 461, 129, 2
71717, 263, 103, 2
71718, 67, 41, 2
71719, 5, 5, 2
71720, 0, 0, 2
71721, 0, 0, 2
71722, 0, 0, 2
71723, 0, 0, 2
71724, 0, 0, 2
71801, 0, 0, 2
71802, 0, 0, 2
71803, 0, 0, 2
71804, 0, 0, 2
71805, 0, 2, 2
71806, 0, 14, 2
71807, 0, 38, 2
71808, 7, 43, 2
71809, 0, 38, 2
71810, 57, 0, 2
71811, 72, 0, 2
71812, 0, 105, 2
71813, 0, 112, 2
71814, 0, 62, 2
71815, 2, 43, 2
71816, 7, 29, 2
71817, 0, 17, 2
71818, 0, 5, 2
71819, 0, 0, 2
71820, 0, 0, 2
71821, 0, 0, 2
71822, 0, 0, 2
71823, 0, 0, 2
71824, 0, 0, 2
71901, 0, 0, 2
71902, 0, 0, 2
71903, 0, 0, 2
71904, 0, 0, 2
71905, 14, 14, 2
71906, 12, 43, 2
71907, 48, 119, 2
71908, 251, 208, 2
71909, 170, 275, 2
71910, 664, 141, 2
71911, 100, 334, 2
71912, 0, 93, 2
71913, 0, 96, 2
71914, 17, 112, 2
71915, 22, 148, 2
71916, 172, 172, 2
71917, 88, 100, 2
71918, 53, 38, 2
71919, 5, 5, 2
71920, 0, 0, 2
71921, 0, 0, 2
71922, 0, 0, 2
71923, 0, 0, 2
71924, 0, 0, 2
72001, 0, 0, 2
72002, 0, 0, 2
72003, 0, 0, 2
72004, 0, 0, 2
72005, 72, 22, 2
72006, 177, 81, 2
72007, 447, 112, 2
72008, 509, 143, 2
72009, 530, 177, 2
72010, 533, 208, 2
72011, 530, 227, 2
72012, 530, 232, 2
72013, 523, 222, 2
72014, 495, 208, 2
72015, 461, 177, 2
72016, 423, 136, 2
72017, 361, 91, 2
72018, 217, 45, 2
72019, 5, 5, 2
72020, 0, 0, 2
72021, 0, 0, 2
72022, 0, 0, 2
72023, 0, 0, 2
72024, 0, 0, 2
72101, 0, 0, 2
72102, 0, 0, 2
72103, 0, 0, 2
72104, 0, 0, 2
72105, 26, 17, 2
72106, 60, 69, 2
72107, 174, 146, 2
72108, 103, 203, 2
72109, 205, 272, 2
72110, 24, 213, 2
72111, 0, 165, 2
72112, 0, 124, 2
72113, 0, 155, 2
72114, 17, 112, 2
72115, 0, 53, 2
72116, 0, 24, 2
72117, 2, 19, 2
72118, 0, 5, 2
72119, 0, 0, 2
72120, 0, 0, 2
72121, 0, 0, 2
72122, 0, 0, 2
72123, 0, 0, 2
72124, 0, 0, 2
72201, 0, 0, 2
72202, 0, 0, 2
72203, 0, 0, 2
72204, 0, 0, 2
72205, 0, 2, 2
72206, 7, 33, 2
72207, 5, 62, 2
72208, 5, 55, 2
72209, 10, 65, 2
72210, 0, 98, 2
72211, 0, 112, 2
72212, 0, 98, 2
72213, 14, 117, 2
72214, 14, 134, 2
72215, 0, 98, 2
72216, 7, 50, 2
72217, 2, 26, 2
72218, 0, 7, 2
72219, 0, 0, 2
72220, 0, 0, 2
72221, 0, 0, 2
72222, 0, 0, 2
72223, 0, 0, 2
72224, 0, 0, 2
72301, 0, 0, 2
72302, 0, 0, 2
72303, 0, 0, 2
72304, 0, 0, 2
72305, 0, 2, 2
72306, 2, 17, 2
72307, 2, 45, 2
72308, 0, 62, 2
72309, 7, 91, 2
72310, 7, 182, 2
72311, 14, 234, 2
72312, 41, 291, 2
72313, 24, 198, 2
72314, 50, 246, 2
72315, 33, 170, 2
72316, 29, 119, 2
72317, 136, 103, 2
72318, 275, 41, 2
72319, 5, 5, 2
72320, 0, 0, 2
72321, 0, 0, 2
72322, 0, 0, 2
72323, 0, 0, 2
72324, 0, 0, 2
72401, 0, 0, 2
72402, 0, 0, 2
72403, 0, 0, 2
72404, 0, 0, 2
72405, 74, 19, 2
72406, 275, 74, 2
72407, 416, 115, 2
72408, 485, 151, 2
72409, 232, 268, 2
72410, 306, 296, 2
72411, 418, 282, 2
72412, 573, 205, 2
72413, 590, 184, 2
72414, 590, 162, 2
72415, 483, 167, 2
72416, 526, 110, 2
72417, 425, 81, 2
72418, 213, 43, 2
72419, 5, 5, 2
72420, 0, 0, 2
72421, 0, 0, 2
72422, 0, 0, 2
72423, 0, 0, 2
72424, 0, 0, 2
72501, 0, 0, 2
72502, 0, 0, 2
72503, 0, 0, 2
72504, 0, 0, 2
72505, 172, 22, 2
72506, 258, 76, 2
72507, 256, 139, 2
72508, 270, 201, 2
72509, 516, 182, 2
72510, 55, 270, 2
72511, 76, 320, 2
72512, 24, 201, 2
72513, 0, 148, 2
72514, 2, 148, 2
72515, 2, 108, 2
72516, 2, 67, 2
72517, 5, 36, 2
72518, 2, 12, 2
72519, 0, 0, 2
72520, 0, 0, 2
72521, 0, 0, 2
72522, 0, 0, 2
72523, 0, 0, 2
72524, 0, 0, 2
72601, 0, 0, 2
72602, 0, 0, 2
72603, 0, 0, 2
72604, 0, 0, 2
72605, 67, 19, 2
72606, 50, 62, 2
72607, 41, 110, 2
72608, 86, 196, 2
72609, 523, 179, 2
72610, 165, 318, 2
72611, 213, 344, 2
72612, 186, 349, 2
72613, 50, 277, 2
72614, 143, 289, 2
72615, 129, 229, 2
72616, 127, 165, 2
72617, 191, 103, 2
72618, 24, 26, 2
72619, 0, 2, 2
72620, 0, 0, 2
72621, 0, 0, 2
72622, 0, 0, 2
72623, 0, 0, 2
72624, 0, 0, 2
72701, 0, 0, 2
72702, 0, 0, 2
72703, 0, 0, 2
72704, 0, 0, 2
72705, 55, 17, 2
72706, 55, 65, 2
72707, 38, 110, 2
72708, 38, 165, 2
72709, 57, 232, 2
72710, 26, 217, 2
72711, 19, 129, 2
72712, 0, 122, 2
72713, 0, 112, 2
72714, 0, 103, 2
72715, 10, 72, 2
72716, 0, 41, 2
72717, 0, 22, 2
72718, 0, 10, 2
72719, 0, 0, 2
72720, 0, 0, 2
72721, 0, 0, 2
72722, 0, 0, 2
72723, 0, 0, 2
72724, 0, 0, 2
72801, 0, 0, 2
72802, 0, 0, 2
72803, 0, 0, 2
72804, 0, 0, 2
72805, 10, 10, 2
72806, 2, 24, 2
72807, 2, 33, 2
72808, 7, 38, 2
72809, 33, 0, 2
72810, 38, 0, 2
72811, 53, 0, 2
72812, 0, 119, 2
72813, 12, 210, 2
72814, 41, 232, 2
72815, 33, 170, 2
72816, 10, 88, 2
72817, 14, 60, 2
72818, 31, 29, 2
72819, 0, 2, 2
72820, 0, 0, 2
72821, 0, 0, 2
72822, 0, 0, 2
72823, 0, 0, 2
72824, 0, 0, 2
72901, 0, 0, 2
72902, 0, 0, 2
72903, 0, 0, 2
72904, 0, 0, 2
72905, 0, 0, 2
72906, 0, 12, 2
72907, 0, 41, 2
72908, 7, 60, 2
72909, 7, 122, 2
72910, 29, 205, 2
72911, 17, 229, 2
72912, 17, 172, 2
72913, 19, 151, 2
72914, 22, 172, 2
72915, 29, 170, 2
72916, 26, 112, 2
72917, 14, 60, 2
72918, 24, 26, 2
72919, 0, 2, 2
72920, 0, 0, 2
72921, 0, 0, 2
72922, 0, 0, 2
72923, 0, 0, 2
72924, 0, 0, 2
73001, 0, 0, 2
73002, 0, 0, 2
73003, 0, 0, 2
73004, 0, 0, 2
73005, 7, 10, 2
73006, 17, 45, 2
73007, 7, 57, 2
73008, 0, 76, 2
73009, 17, 162, 2
73010, 57, 275, 2
73011, 74, 311, 2
73012, 69, 313, 2
73013, 122, 320, 2
73014, 299, 270, 2
73015, 129, 227, 2
73016, 103, 158, 2
73017, 31, 74, 2
73018, 48, 31, 2
73019, 0, 2, 2
73020, 0, 0, 2
73021, 0, 0, 2
73022, 0, 0, 2
73023, 0, 0, 2
73024, 0, 0, 2
73101, 0, 0, 2
73102, 0, 0, 2
73103, 0, 0, 2
73104, 0, 0, 2
73105, 2, 5, 2
73106, 5, 26, 2
73107, 5, 57, 2
73108, 38, 160, 2
73109, 2, 143, 2
73110, 0, 76, 2
73111, 53, 0, 2
73112, 36, 0, 2
73113, 41, 0, 2
73114, 0, 53, 2
73115, 10, 69, 2
73116, 33, 122, 2
73117, 26, 65, 2
73118, 24, 26, 2
73119, 0, 0, 2
73120, 0, 0, 2
73121, 0, 0, 2
73122, 0, 0, 2
73123, 0, 0, 2
73124, 0, 0, 2
80101, 0, 0, 2
80102, 0, 0, 2
80103, 0, 0, 2
80104, 0, 0, 2
80105, 67, 14, 2
80106, 62, 62, 2
80107, 275, 131, 2
80108, 538, 129, 2
80109, 554, 162, 2
80110, 557, 191, 2
80111, 554, 210, 2
80112, 380, 299, 2
80113, 53, 272, 2
80114, 96, 270, 2
80115, 174, 229, 2
80116, 289, 155, 2
80117, 416, 79, 2
80118, 134, 36, 2
80119, 2, 2, 2
80120, 0, 0, 2
80121, 0, 0, 2
80122, 0, 0, 2
80123, 0, 0, 2
80124, 0, 0, 2
80201, 0, 0, 2
80202, 0, 0, 2
80203, 0, 0, 2
80204, 0, 0, 2
80205, 100, 14, 2
80206, 74, 65, 2
80207, 67, 122, 2
80208, 86, 191, 2
80209, 571, 155, 2
80210, 576, 184, 2
80211, 576, 198, 2
80212, 581, 201, 2
80213, 576, 191, 2
80214, 578, 165, 2
80215, 564, 136, 2
80216, 535, 103, 2
80217, 437, 74, 2
80218, 210, 36, 2
80219, 2, 2, 2
80220, 0, 0, 2
80221, 0, 0, 2
80222, 0, 0, 2
80223, 0, 0, 2
80224, 0, 0, 2
80301, 0, 0, 2
80302, 0, 0, 2
80303, 0, 0, 2
80304, 0, 0, 2
80305, 86, 14, 2
80306, 62, 62, 2
80307, 55, 115, 2
80308, 217, 201, 2
80309, 473, 194, 2
80310, 385, 265, 2
80311, 559, 208, 2
80312, 557, 213, 2
80313, 258, 315, 2
80314, 53, 237, 2
80315, 256, 222, 2
80316, 511, 108, 2
80317, 423, 74, 2
80318, 203, 36, 2
80319, 0, 0, 2
80320, 0, 0, 2
80321, 0, 0, 2
80322, 0, 0, 2
80323, 0, 0, 2
80324, 0, 0, 2
80401, 0, 0, 2
80402, 0, 0, 2
80403, 0, 0, 2
80404, 0, 0, 2
80405, 14, 10, 2
80406, 17, 41, 2
80407, 17, 79, 2
80408, 12, 122, 2
80409, 12, 158, 2
80410, 17, 186, 2
80411, 14, 208, 2
80412, 10, 213, 2
80413, 22, 189, 2
80414, 22, 165, 2
80415, 10, 105, 2
80416, 5, 72, 2
80417, 7, 45, 2
80418, 2, 12, 2
80419, 0, 0, 2
80420, 0, 0, 2
80421, 0, 0, 2
80422, 0, 0, 2
80423, 0, 0, 2
80424, 0, 0, 2
80501, 0, 0, 2
80502, 0, 0, 2
80503, 0, 0, 2
80504, 0, 0, 2
80505, 2, 5, 2
80506, 5, 24, 2
80507, 5, 43, 2
80508, 2, 65, 2
80509, 2, 81, 2
80510, 0, 96, 2
80511, 0, 103, 2
80512, 0, 103, 2
80513, 0, 98, 2
80514, 19, 72, 2
80515, 10, 65, 2
80516, 0, 53, 2
80517, 2, 31, 2
80518, 7, 14, 2
80519, 0, 0, 2
80520, 0, 0, 2
80521, 0, 0, 2
80522, 0, 0, 2
80523, 0, 0, 2
80524, 0, 0, 2
80601, 0, 0, 2
80602, 0, 0, 2
80603, 0, 0, 2
80604, 0, 0, 2
80605, 38, 10, 2
80606, 26, 45, 2
80607, 22, 88, 2
80608, 117, 196, 2
80609, 143, 260, 2
80610, 81, 284, 2
80611, 76, 308, 2
80612, 76, 315, 2
80613, 76, 294, 2
80614, 19, 191, 2
80615, 22, 151, 2
80616, 24, 105, 2
80617, 24, 62, 2
80618, 26, 24, 2
80619, 0, 0, 2
80620, 0, 0, 2
80621, 0, 0, 2
80622, 0, 0, 2
80623, 0, 0, 2
80624, 0, 0, 2
80701, 0, 0, 2
80702, 0, 0, 2
80703, 0, 0, 2
80704, 0, 0, 2
80705, 24, 7, 2
80706, 17, 38, 2
80707, 14, 76, 2
80708, 14, 119, 2
80709, 17, 155, 2
80710, 17, 184, 2
80711, 14, 203, 2
80712, 12, 210, 2
80713, 10, 201, 2
80714, 10, 172, 2
80715, 14, 134, 2
80716, 12, 93, 2
80717, 14, 53, 2
80718, 17, 19, 2
80719, 0, 0, 2
80720, 0, 0, 2
80721, 0, 0, 2
80722, 0, 0, 2
80723, 0, 0, 2
80724, 0, 0, 2
80801, 0, 0, 2
80802, 0, 0, 2
80803, 0, 0, 2
80804, 0, 0, 2
80805, 57, 12, 2
80806, 65, 57, 2
80807, 232, 129, 2
80808, 151, 198, 2
80809, 394, 217, 2
80810, 198, 308, 2
80811, 45, 277, 2
80812, 119, 332, 2
80813, 315, 299, 2
80814, 389, 237, 2
80815, 323, 205, 2
80816, 370, 134, 2
80817, 413, 72, 2
80818, 210, 31, 2
80819, 0, 0, 2
80820, 0, 0, 2
80821, 0, 0, 2
80822, 0, 0, 2
80823, 0, 0, 2
80824, 0, 0, 2
80901, 0, 0, 2
80902, 0, 0, 2
80903, 0, 0, 2
80904, 0, 0, 2
80905, 86, 12, 2
80906, 72, 60, 2
80907, 69, 117, 2
80908, 241, 194, 2
80909, 287, 246, 2
80910, 416, 251, 2
80911, 595, 186, 2
80912, 600, 186, 2
80913, 593, 179, 2
80914, 595, 153, 2
80915, 578, 127, 2
80916, 545, 96, 2
80917, 428, 69, 2
80918, 203, 29, 2
80919, 0, 0, 2
80920, 0, 0, 2
80921, 0, 0, 2
80922, 0, 0, 2
80923, 0, 0, 2
80924, 0, 0, 2
81001, 0, 0, 2
81002, 0, 0, 2
81003, 0, 0, 2
81004, 0, 0, 2
81005, 57, 12, 2
81006, 69, 57, 2
81007, 86, 122, 2
81008, 55, 170, 2
81009, 280, 246, 2
81010, 217, 303, 2
81011, 478, 246, 2
81012, 576, 198, 2
81013, 581, 184, 2
81014, 571, 165, 2
81015, 561, 131, 2
81016, 526, 100, 2
81017, 413, 72, 2
81018, 174, 29, 2
81019, 0, 0, 2
81020, 0, 0, 2
81021, 0, 0, 2
81022, 0, 0, 2
81023, 0, 0, 2
81024, 0, 0, 2
81101, 0, 0, 2
81102, 0, 0, 2
81103, 0, 0, 2
81104, 0, 0, 2
81105, 57, 12, 2
81106, 69, 57, 2
81107, 65, 115, 2
81108, 146, 196, 2
81109, 411, 213, 2
81110, 573, 179, 2
81111, 475, 246, 2
81112, 217, 334, 2
81113, 569, 191, 2
81114, 569, 165, 2
81115, 561, 131, 2
81116, 516, 103, 2
81117, 399, 72, 2
81118, 215, 26, 2
81119, 0, 0, 2
81120, 0, 0, 2
81121, 0, 0, 2
81122, 0, 0, 2
81123, 0, 0, 2
81124, 0, 0, 2
81201, 0, 0, 2
81202, 0, 0, 2
81203, 0, 0, 2
81204, 0, 0, 2
81205, 38, 10, 2
81206, 41, 50, 2
81207, 41, 100, 2
81208, 38, 151, 2
81209, 36, 198, 2
81210, 53, 258, 2
81211, 174, 332, 2
81212, 100, 323, 2
81213, 282, 303, 2
81214, 523, 182, 2
81215, 354, 194, 2
81216, 409, 124, 2
81217, 179, 86, 2
81218, 184, 26, 2
81219, 0, 0, 2
81220, 0, 0, 2
81221, 0, 0, 2
81222, 0, 0, 2
81223, 0, 0, 2
81224, 0, 0, 2
81301, 0, 0, 2
81302, 0, 0, 2
81303, 0, 0, 2
81304, 0, 0, 2
81305, 12, 7, 2
81306, 26, 43, 2
81307, 22, 84, 2
81308, 19, 127, 2
81309, 19, 170, 2
81310, 19, 201, 2
81311, 53, 277, 2
81312, 36, 253, 2
81313, 38, 234, 2
81314, 19, 179, 2
81315, 184, 217, 2
81316, 241, 148, 2
81317, 24, 55, 2
81318, 22, 17, 2
81319, 0, 0, 2
81320, 0, 0, 2
81321, 0, 0, 2
81322, 0, 0, 2
81323, 0, 0, 2
81324, 0, 0, 2
81401, 0, 0, 2
81402, 0, 0, 2
81403, 0, 0, 2
81404, 0, 0, 2
81405, 24, 10, 2
81406, 29, 43, 2
81407, 26, 86, 2
81408, 26, 134, 2
81409, 110, 246, 2
81410, 392, 256, 2
81411, 248, 325, 2
81412, 26, 229, 2
81413, 29, 215, 2
81414, 29, 186, 2
81415, 26, 148, 2
81416, 38, 117, 2
81417, 201, 84, 2
81418, 26, 17, 2
81419, 0, 0, 2
81420, 0, 0, 2
81421, 0, 0, 2
81422, 0, 0, 2
81423, 0, 0, 2
81424, 0, 0, 2
81501, 0, 0, 2
81502, 0, 0, 2
81503, 0, 0, 2
81504, 0, 0, 2
81505, 12, 7, 2
81506, 7, 26, 2
81507, 0, 43, 2
81508, 10, 91, 2
81509, 5, 117, 2
81510, 10, 88, 2
81511, 0, 103, 2
81512, 7, 155, 2
81513, 29, 222, 2
81514, 10, 170, 2
81515, 17, 127, 2
81516, 14, 88, 2
81517, 24, 55, 2
81518, 29, 17, 2
81519, 0, 0, 2
81520, 0, 0, 2
81521, 0, 0, 2
81522, 0, 0, 2
81523, 0, 0, 2
81524, 0, 0, 2
81601, 0, 0, 2
81602, 0, 0, 2
81603, 0, 0, 2
81604, 0, 0, 2
81605, 12, 7, 2
81606, 19, 36, 2
81607, 19, 76, 2
81608, 17, 117, 2
81609, 12, 160, 2
81610, 17, 186, 2
81611, 12, 208, 2
81612, 10, 213, 2
81613, 24, 189, 2
81614, 19, 167, 2
81615, 67, 189, 2
81616, 79, 136, 2
81617, 17, 50, 2
81618, 24, 14, 2
81619, 0, 0, 2
81620, 0, 0, 2
81621, 0, 0, 2
81622, 0, 0, 2
81623, 0, 0, 2
81624, 0, 0, 2
81701, 0, 0, 2
81702, 0, 0, 2
81703, 0, 0, 2
81704, 0, 0, 2
81705, 22, 10, 2
81706, 334, 55, 2
81707, 76, 112, 2
81708, 50, 160, 2
81709, 127, 248, 2
81710, 325, 277, 2
81711, 471, 244, 2
81712, 385, 284, 2
81713, 313, 289, 2
81714, 468, 201, 2
81715, 554, 129, 2
81716, 220, 143, 2
81717, 139, 79, 2
81718, 67, 19, 2
81719, 0, 0, 2
81720, 0, 0, 2
81721, 0, 0, 2
81722, 0, 0, 2
81723, 0, 0, 2
81724, 0, 0, 2
81801, 0, 0, 2
81802, 0, 0, 2
81803, 0, 0, 2
81804, 0, 0, 2
81805, 22, 10, 2
81806, 74, 53, 2
81807, 323, 112, 2
81808, 559, 115, 2
81809, 583, 143, 2
81810, 588, 170, 2
81811, 590, 186, 2
81812, 593, 186, 2
81813, 590, 174, 2
81814, 590, 151, 2
81815, 485, 151, 2
81816, 289, 136, 2
81817, 74, 72, 2
81818, 96, 19, 2
81819, 0, 0, 2
81820, 0, 0, 2
81821, 0, 0, 2
81822, 0, 0, 2
81823, 0, 0, 2
81824, 0, 0, 2
81901, 0, 0, 2
81902, 0, 0, 2
81903, 0, 0, 2
81904, 0, 0, 2
81905, 22, 10, 2
81906, 57, 50, 2
81907, 139, 122, 2
81908, 320, 174, 2
81909, 557, 153, 2
81910, 559, 182, 2
81911, 559, 201, 2
81912, 561, 201, 2
81913, 566, 186, 2
81914, 325, 246, 2
81915, 122, 203, 2
81916, 53, 119, 2
81917, 60, 65, 2
81918, 141, 19, 2
81919, 0, 0, 2
81920, 0, 0, 2
81921, 0, 0, 2
81922, 0, 0, 2
81923, 0, 0, 2
81924, 0, 0, 2
82001, 0, 0, 2
82002, 0, 0, 2
82003, 0, 0, 2
82004, 0, 0, 2
82005, 12, 7, 2
82006, 31, 41, 2
82007, 31, 88, 2
82008, 29, 134, 2
82009, 45, 201, 2
82010, 406, 246, 2
82011, 117, 318, 2
82012, 31, 232, 2
82013, 205, 306, 2
82014, 413, 217, 2
82015, 160, 208, 2
82016, 29, 100, 2
82017, 31, 55, 2
82018, 43, 14, 2
82019, 0, 0, 2
82020, 0, 0, 2
82021, 0, 0, 2
82022, 0, 0, 2
82023, 0, 0, 2
82024, 0, 0, 2
82101, 0, 0, 2
82102, 0, 0, 2
82103, 0, 0, 2
82104, 0, 0, 2
82105, 12, 7, 2
82106, 38, 43, 2
82107, 119, 117, 2
82108, 430, 148, 2
82109, 177, 248, 2
82110, 217, 294, 2
82111, 96, 306, 2
82112, 33, 241, 2
82113, 275, 294, 2
82114, 358, 234, 2
82115, 31, 153, 2
82116, 33, 105, 2
82117, 36, 55, 2
82118, 50, 14, 2
82119, 0, 0, 2
82120, 0, 0, 2
82121, 0, 0, 2
82122, 0, 0, 2
82123, 0, 0, 2
82124, 0, 0, 2
82201, 0, 0, 2
82202, 0, 0, 2
82203, 0, 0, 2
82204, 0, 0, 2
82205, 2, 5, 2
82206, 17, 33, 2
82207, 14, 72, 2
82208, 17, 110, 2
82209, 17, 146, 2
82210, 12, 179, 2
82211, 10, 201, 2
82212, 24, 189, 2
82213, 22, 179, 2
82214, 14, 158, 2
82215, 14, 119, 2
82216, 14, 84, 2
82217, 17, 43, 2
82218, 26, 10, 2
82219, 0, 0, 2
82220, 0, 0, 2
82221, 0, 0, 2
82222, 0, 0, 2
82223, 0, 0, 2
82224, 0, 0, 2
82301, 0, 0, 2
82302, 0, 0, 2
82303, 0, 0, 2
82304, 0, 0, 2
82305, 2, 5, 2
82306, 29, 41, 2
82307, 29, 84, 2
82308, 26, 131, 2
82309, 26, 174, 2
82310, 29, 205, 2
82311, 88, 301, 2
82312, 86, 303, 2
82313, 270, 294, 2
82314, 277, 251, 2
82315, 332, 186, 2
82316, 103, 131, 2
82317, 31, 53, 2
82318, 50, 12, 2
82319, 0, 0, 2
82320, 0, 0, 2
82321, 0, 0, 2
82322, 0, 0, 2
82323, 0, 0, 2
82324, 0, 0, 2
82401, 0, 0, 2
82402, 0, 0, 2
82403, 0, 0, 2
82404, 0, 0, 2
82405, 12, 7, 2
82406, 299, 50, 2
82407, 504, 81, 2
82408, 571, 108, 2
82409, 499, 172, 2
82410, 514, 201, 2
82411, 607, 172, 2
82412, 609, 172, 2
82413, 507, 210, 2
82414, 511, 177, 2
82415, 158, 201, 2
82416, 67, 119, 2
82417, 74, 62, 2
82418, 86, 12, 2
82419, 0, 0, 2
82420, 0, 0, 2
82421, 0, 0, 2
82422, 0, 0, 2
82423, 0, 0, 2
82424, 0, 0, 2
82501, 0, 0, 2
82502, 0, 0, 2
82503, 0, 0, 2
82504, 0, 0, 2
82505, 12, 7, 2
82506, 57, 45, 2
82507, 50, 98, 2
82508, 48, 153, 2
82509, 48, 201, 2
82510, 69, 260, 2
82511, 475, 237, 2
82512, 569, 194, 2
82513, 571, 179, 2
82514, 566, 155, 2
82515, 547, 124, 2
82516, 440, 105, 2
82517, 318, 65, 2
82518, 57, 12, 2
82519, 0, 0, 2
82520, 0, 0, 2
82521, 0, 0, 2
82522, 0, 0, 2
82523, 0, 0, 2
82524, 0, 0, 2
82601, 0, 0, 2
82602, 0, 0, 2
82603, 0, 0, 2
82604, 0, 0, 2
82605, 12, 7, 2
82606, 84, 48, 2
82607, 79, 105, 2
82608, 303, 172, 2
82609, 590, 139, 2
82610, 604, 158, 2
82611, 604, 172, 2
82612, 602, 177, 2
82613, 607, 162, 2
82614, 597, 141, 2
82615, 578, 115, 2
82616, 523, 86, 2
82617, 366, 60, 2
82618, 217, 12, 2
82619, 0, 0, 2
82620, 0, 0, 2
82621, 0, 0, 2
82622, 0, 0, 2
82623, 0, 0, 2
82624, 0, 0, 2
82701, 0, 0, 2
82702, 0, 0, 2
82703, 0, 0, 2
82704, 0, 0, 2
82705, 2, 5, 2
82706, 57, 43, 2
82707, 76, 105, 2
82708, 50, 151, 2
82709, 165, 244, 2
82710, 385, 248, 2
82711, 552, 201, 2
82712, 559, 196, 2
82713, 554, 184, 2
82714, 325, 234, 2
82715, 119, 191, 2
82716, 351, 117, 2
82717, 115, 65, 2
82718, 127, 12, 2
82719, 0, 0, 2
82720, 0, 0, 2
82721, 0, 0, 2
82722, 0, 0, 2
82723, 0, 0, 2
82724, 0, 0, 2
82801, 0, 0, 2
82802, 0, 0, 2
82803, 0, 0, 2
82804, 0, 0, 2
82805, 2, 5, 2
82806, 55, 43, 2
82807, 50, 93, 2
82808, 43, 148, 2
82809, 88, 227, 2
82810, 373, 251, 2
82811, 538, 205, 2
82812, 301, 299, 2
82813, 196, 296, 2
82814, 442, 198, 2
82815, 296, 184, 2
82816, 389, 110, 2
82817, 167, 65, 2
82818, 36, 10, 2
82819, 0, 0, 2
82820, 0, 0, 2
82821, 0, 0, 2
82822, 0, 0, 2
82823, 0, 0, 2
82824, 0, 0, 2
82901, 0, 0, 2
82902, 0, 0, 2
82903, 0, 0, 2
82904, 0, 0, 2
82905, 2, 5, 2
82906, 65, 43, 2
82907, 105, 110, 2
82908, 136, 179, 2
